PassengerID,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2443,1,1,Name_2443,male,29.7,0,3,98184,49.38,C123,Q
2444,1,3,Name_2444,male,31.4,5,1,95451,78.67,,Q
2445,1,2,Name_2445,female,46.3,1,4,28788,102.97,,C
2446,0,3,Name_2446,male,52.2,1,3,21531,192.22,,C
2447,0,1,Name_2447,female,20.4,4,5,38494,192.3,E44,Q
2448,0,1,Name_2448,female,41.2,3,0,49175,156.22,C123,S
2449,1,2,Name_2449,female,40.7,3,2,67075,196.23,E44,Q
2450,0,3,Name_2450,male,45.0,4,2,66491,199.62,B57,C
2451,0,2,Name_2451,male,37.0,0,2,15634,178.2,E44,S
2452,1,1,Name_2452,male,2.8,3,3,77659,25.11,,Q
2453,1,1,Name_2453,female,27.8,1,4,92921,90.95,D33,Q
2454,0,3,Name_2454,female,13.8,0,0,88390,111.48,C123,Q
2455,0,3,Name_2455,male,27.2,2,2,21464,33.58,C123,Q
2456,0,3,Name_2456,female,43.7,2,4,81630,163.64,E44,C
2457,0,2,Name_2457,male,34.3,0,1,83242,38.25,D33,C
2458,0,3,Name_2458,male,46.1,1,5,36967,82.83,D33,C
2459,0,3,Name_2459,male,34.8,2,1,79487,23.09,E44,C
2460,1,1,Name_2460,male,,5,0,25935,109.67,G6,S
2461,1,1,Name_2461,female,-5.3,1,2,77778,123.44,B57,S
2462,1,3,Name_2462,male,32.1,4,1,81469,149.68,E44,S
2463,0,3,Name_2463,male,27.0,3,5,88876,74.5,,Q
2464,1,1,Name_2464,male,16.3,0,4,79826,122.2,D33,S
2465,0,3,Name_2465,male,6.2,3,4,20297,149.49,B57,C
2466,0,2,Name_2466,male,19.7,4,1,87627,154.79,E44,C
2467,1,2,Name_2467,male,27.3,2,2,80121,67.31,B57,Q
2468,0,2,Name_2468,male,39.3,5,5,92564,22.86,G6,S
2469,0,3,Name_2469,female,32.6,1,0,44086,17.15,D33,Q
2470,1,1,Name_2470,female,52.5,1,2,20593,155.93,G6,Q
2471,1,3,Name_2471,female,,4,3,78749,83.23,G6,S
2472,1,3,Name_2472,female,42.3,0,1,37777,35.45,D33,Q
2473,0,1,Name_2473,male,30.7,3,3,40432,45.05,,S
2474,1,1,Name_2474,female,39.7,5,1,33020,155.57,G6,S
2475,1,1,Name_2475,female,23.9,2,0,57709,123.79,E44,Q
2476,0,2,Name_2476,female,45.0,0,2,52580,105.27,E44,C
2477,1,3,Name_2477,male,34.1,5,5,12640,128.37,B57,S
2478,1,1,Name_2478,female,20.5,5,2,19585,36.12,E44,C
2479,1,3,Name_2479,female,29.8,4,1,61084,70.62,E44,C
2480,0,2,Name_2480,male,26.6,4,4,23936,81.07,B57,S
2481,0,2,Name_2481,female,36.8,1,3,62612,69.75,C123,C
2482,0,1,Name_2482,male,13.5,2,5,93722,174.24,D33,Q
2483,0,1,Name_2483,female,29.6,0,5,71042,120.47,E44,Q
2484,1,3,Name_2484,male,35.5,1,2,73159,148.57,B57,C
2485,0,1,Name_2485,female,30.5,2,2,16054,54.97,G6,Q
2486,0,3,Name_2486,female,48.9,3,1,61720,60.17,G6,S
2487,1,1,Name_2487,female,40.8,3,4,34150,52.81,,S
2488,1,3,Name_2488,male,29.9,1,3,57395,140.72,E44,C
2489,1,3,Name_2489,female,33.0,0,4,18744,76.32,D33,Q
2490,0,3,Name_2490,male,34.1,2,5,94886,86.97,B57,C
2491,0,3,Name_2491,male,35.6,3,4,30770,144.73,,Q
2492,0,2,Name_2492,male,4.4,3,1,63103,194.64,,S
2493,1,3,Name_2493,male,25.8,0,4,41549,40.76,B57,Q
2494,1,1,Name_2494,female,9.2,1,3,79314,21.91,B57,Q
2495,0,2,Name_2495,female,47.9,4,5,84761,47.02,B57,C
2496,1,2,Name_2496,female,29.1,5,0,69198,149.64,B57,S
2497,1,3,Name_2497,male,27.3,2,5,55110,46.98,D33,Q
2498,1,2,Name_2498,female,42.6,3,0,10551,121.03,B57,S
2499,0,3,Name_2499,male,35.9,5,3,70585,122.16,D33,Q
2500,1,1,Name_2500,male,14.2,5,5,70929,65.94,D33,S
2501,1,3,Name_2501,male,29.0,4,5,65346,23.06,D33,Q
2502,0,2,Name_2502,female,25.3,5,5,40169,85.85,G6,S
2503,0,1,Name_2503,female,5.6,0,5,16692,45.49,C123,Q
2504,1,3,Name_2504,male,,1,1,21836,45.05,,S
2505,1,1,Name_2505,female,27.4,2,2,62771,109.29,E44,Q
2506,0,1,Name_2506,female,28.4,0,5,58646,137.89,G6,Q
2507,0,2,Name_2507,male,9.2,1,1,40182,24.33,C123,S
2508,1,1,Name_2508,male,46.1,0,3,89446,119.88,,C
2509,1,2,Name_2509,female,28.6,3,5,18067,56.78,G6,Q
2510,1,1,Name_2510,male,,3,4,61187,137.93,,Q
2511,1,3,Name_2511,male,35.6,4,5,24871,163.94,D33,C
2512,0,1,Name_2512,female,19.0,0,5,46908,163.33,D33,Q
2513,1,3,Name_2513,female,36.4,5,0,54773,80.27,B57,S
2514,1,3,Name_2514,male,24.9,3,4,82832,117.78,D33,C
2515,0,1,Name_2515,female,17.4,1,5,40239,160.8,G6,Q
2516,1,3,Name_2516,male,38.0,4,5,50672,21.55,,S
2517,0,1,Name_2517,male,50.9,5,5,22513,125.07,E44,S
2518,1,1,Name_2518,female,40.1,2,1,21977,168.94,,C
2519,1,3,Name_2519,male,42.9,0,3,87412,80.75,D33,C
2520,0,3,Name_2520,male,22.7,3,0,72592,96.53,,C
2521,0,2,Name_2521,male,7.6,5,5,82875,142.76,C123,S
2522,1,3,Name_2522,female,50.9,1,3,29370,22.9,,Q
2523,1,2,Name_2523,female,58.8,0,0,68402,83.27,G6,S
2524,1,3,Name_2524,female,51.6,1,0,57962,66.19,C123,S
2525,0,1,Name_2525,male,,4,0,30847,13.23,B57,C
2526,1,3,Name_2526,male,13.8,3,5,64884,47.23,B57,Q
2527,0,1,Name_2527,female,15.1,3,1,54618,85.22,,S
2528,0,1,Name_2528,female,6.4,4,5,42719,47.51,E44,C
2529,1,1,Name_2529,female,28.5,1,5,92660,124.46,G6,C
2530,0,2,Name_2530,male,52.5,0,3,41957,95.24,E44,Q
2531,1,3,Name_2531,female,28.0,1,2,84683,17.5,C123,Q
2532,1,1,Name_2532,male,34.2,0,2,74572,62.26,E44,C
2533,1,1,Name_2533,female,49.3,5,2,19756,13.7,C123,Q
2534,1,2,Name_2534,male,24.3,4,3,34661,78.05,E44,Q
2535,1,3,Name_2535,male,58.5,2,4,62458,59.23,B57,S
2536,0,3,Name_2536,female,57.9,0,3,84778,140.76,G6,Q
2537,0,2,Name_2537,male,28.2,3,0,20016,68.41,E44,C
2538,1,2,Name_2538,female,21.9,5,5,69332,81.28,,Q
2539,1,3,Name_2539,male,39.8,3,4,94972,147.81,C123,S
2540,0,2,Name_2540,male,25.1,5,0,63182,101.37,,Q
2541,0,3,Name_2541,female,,3,5,51740,115.73,G6,S
2542,0,3,Name_2542,male,47.9,1,5,86331,169.86,,Q
2543,0,1,Name_2543,female,47.0,1,0,61693,49.31,B57,Q
2544,1,1,Name_2544,female,32.2,1,3,16550,197.95,B57,C
2545,1,3,Name_2545,female,12.3,5,2,82372,181.02,D33,C
2546,0,3,Name_2546,male,12.8,5,4,29227,64.45,G6,Q
2547,1,3,Name_2547,male,31.5,3,5,33859,179.66,E44,Q
2548,0,3,Name_2548,male,23.0,0,1,85334,153.25,B57,S
2549,1,3,Name_2549,female,25.2,5,5,44617,186.84,E44,S
2550,0,3,Name_2550,female,44.3,3,2,72573,141.32,E44,C
2551,1,2,Name_2551,male,40.3,0,5,86637,138.15,C123,Q
2552,0,3,Name_2552,male,49.3,1,1,32650,10.66,,Q
2553,0,2,Name_2553,female,16.1,5,3,39640,100.18,E44,S
2554,1,2,Name_2554,male,,2,5,80250,48.05,D33,Q
2555,0,3,Name_2555,female,40.6,1,4,26235,71.58,G6,Q
2556,1,3,Name_2556,male,36.3,4,3,96260,195.97,G6,Q
2557,1,2,Name_2557,female,,0,1,33833,26.25,C123,S
2558,0,2,Name_2558,male,35.9,2,0,45004,147.27,D33,S
2559,1,3,Name_2559,male,55.9,1,5,10021,42.86,,S
2560,1,3,Name_2560,female,37.6,5,3,13214,11.41,D33,Q
2561,1,2,Name_2561,female,44.9,2,5,75275,105.27,G6,S
2562,1,2,Name_2562,female,25.5,3,4,61767,40.63,D33,C
2563,1,2,Name_2563,male,,0,5,80604,193.44,,C
2564,0,1,Name_2564,female,42.8,4,3,16283,48.7,B57,S
2565,1,2,Name_2565,female,52.6,3,2,46304,46.49,E44,S
2566,1,1,Name_2566,male,40.2,2,3,77449,16.11,E44,Q
2567,1,3,Name_2567,female,28.8,1,1,10347,72.67,G6,S
2568,1,3,Name_2568,female,49.3,0,3,25435,14.58,G6,S
2569,1,2,Name_2569,female,-0.7,5,4,27008,104.79,,C
2570,0,3,Name_2570,male,10.1,4,3,49169,106.07,D33,C
2571,1,3,Name_2571,male,39.5,1,3,18105,20.12,,C
2572,0,3,Name_2572,male,30.2,4,4,82632,55.61,C123,C
2573,0,3,Name_2573,female,38.5,5,3,89015,168.1,G6,S
2574,0,1,Name_2574,male,30.9,0,4,85025,97.88,G6,C
2575,0,1,Name_2575,female,38.0,2,1,64614,92.58,G6,Q
2576,1,2,Name_2576,female,18.6,4,4,49054,142.77,,Q
2577,0,2,Name_2577,female,38.0,0,1,79051,145.83,,S
2578,0,2,Name_2578,male,43.9,4,1,81382,154.77,D33,Q
2579,1,3,Name_2579,male,47.1,1,4,37439,167.79,B57,C
2580,1,3,Name_2580,female,58.2,4,3,27456,54.13,G6,C
2581,1,1,Name_2581,female,33.4,1,5,96136,22.61,B57,Q
2582,0,1,Name_2582,male,,1,2,94375,82.25,,S
2583,1,2,Name_2583,male,8.7,0,5,68639,172.47,D33,C
2584,1,1,Name_2584,male,22.6,3,4,11487,24.83,,C
2585,0,1,Name_2585,female,27.3,5,3,59909,119.43,C123,Q
2586,1,1,Name_2586,male,44.7,4,1,70960,143.21,E44,S
2587,1,1,Name_2587,male,21.4,2,0,48879,101.47,E44,S
2588,1,1,Name_2588,male,41.1,1,2,34377,58.48,,Q
2589,1,2,Name_2589,female,30.0,3,5,55853,72.0,E44,C
2590,0,2,Name_2590,male,27.5,1,3,42472,23.61,E44,Q
2591,1,1,Name_2591,female,33.5,3,2,71520,65.59,D33,Q
2592,1,2,Name_2592,female,24.5,3,0,56358,18.43,E44,Q
2593,0,3,Name_2593,female,24.0,2,0,75853,148.0,D33,C
2594,1,1,Name_2594,male,6.1,3,0,53027,180.62,C123,C
2595,0,3,Name_2595,male,26.5,2,5,41853,130.37,G6,Q
2596,1,2,Name_2596,male,23.3,0,4,88275,134.77,G6,S
2597,0,2,Name_2597,female,22.8,1,2,13499,99.71,G6,Q
2598,0,3,Name_2598,male,35.8,2,4,32589,39.65,D33,C
2599,0,2,Name_2599,female,39.2,5,0,53698,11.47,D33,S
2600,0,1,Name_2600,male,33.3,1,3,18514,75.36,D33,S
2601,1,3,Name_2601,male,43.9,5,0,36377,152.78,C123,C
2602,0,1,Name_2602,male,38.1,4,4,56571,192.48,B57,C
2603,1,3,Name_2603,male,25.9,5,0,20302,91.91,D33,Q
2604,0,2,Name_2604,female,23.5,0,0,97667,79.42,D33,C
2605,0,3,Name_2605,female,34.4,4,4,78821,94.73,G6,S
2606,0,3,Name_2606,female,38.0,4,4,92490,91.28,,Q
2607,1,1,Name_2607,female,49.6,3,3,90038,128.92,E44,Q
2608,0,2,Name_2608,male,46.7,5,4,26558,149.49,E44,S
2609,1,1,Name_2609,female,22.4,3,3,69019,159.14,C123,C
2610,1,2,Name_2610,female,28.6,5,1,77259,133.42,E44,Q
2611,1,1,Name_2611,female,39.4,4,1,74317,93.17,B57,S
2612,1,3,Name_2612,male,45.0,3,4,93133,190.52,G6,S
2613,1,1,Name_2613,female,43.1,1,0,20776,145.09,C123,S
2614,1,2,Name_2614,female,29.1,5,2,42534,91.07,E44,C
2615,1,2,Name_2615,male,12.4,5,0,46492,94.85,E44,C
2616,1,3,Name_2616,male,16.0,3,4,80556,165.42,,C
2617,1,2,Name_2617,female,33.8,5,3,22766,93.7,G6,C
2618,0,1,Name_2618,female,34.8,4,0,17778,108.09,C123,S
2619,0,3,Name_2619,male,14.6,3,1,38124,65.39,G6,Q
2620,0,2,Name_2620,female,30.6,3,5,81209,169.39,C123,S
2621,0,2,Name_2621,male,38.8,2,4,14548,109.23,E44,Q
2622,0,1,Name_2622,female,13.9,2,0,53965,114.98,G6,Q
2623,1,1,Name_2623,female,45.5,4,5,21895,177.33,G6,Q
2624,1,3,Name_2624,female,24.7,1,0,42453,184.9,B57,C
2625,1,2,Name_2625,female,47.6,5,3,27255,166.6,,S
2626,1,1,Name_2626,female,,0,3,88402,22.42,G6,Q
2627,1,3,Name_2627,male,15.6,5,3,49917,94.27,C123,S
2628,1,2,Name_2628,male,23.6,0,5,70452,75.23,B57,C
2629,1,2,Name_2629,female,28.7,4,2,64723,50.57,G6,Q
2630,0,3,Name_2630,female,24.6,1,5,55305,182.7,G6,C
2631,0,3,Name_2631,female,27.0,1,4,38123,179.11,B57,C
2632,0,1,Name_2632,male,34.7,1,4,84023,98.41,E44,S
2633,0,2,Name_2633,male,,2,1,37575,35.57,G6,Q
2634,1,2,Name_2634,male,,4,1,27604,12.54,D33,C
2635,1,2,Name_2635,male,6.1,0,4,29788,93.31,,S
2636,1,3,Name_2636,male,35.5,1,0,11948,17.59,E44,Q
2637,0,1,Name_2637,male,28.8,4,4,75875,125.82,G6,Q
2638,1,2,Name_2638,male,52.5,5,2,87977,125.6,E44,C
2639,1,3,Name_2639,male,16.8,0,1,31374,180.8,C123,C
2640,1,2,Name_2640,female,4.7,2,1,50976,46.11,E44,C
2641,0,1,Name_2641,male,38.7,3,5,82304,80.56,B57,C
2642,1,2,Name_2642,male,34.9,0,1,89991,173.31,G6,Q
2643,0,1,Name_2643,male,15.9,5,4,70904,100.12,E44,C
2644,0,1,Name_2644,male,8.6,0,1,18145,21.35,D33,C
2645,0,2,Name_2645,female,51.5,0,1,50912,31.05,C123,C
2646,0,2,Name_2646,male,49.8,3,5,20151,164.56,C123,Q
2647,1,1,Name_2647,female,-4.8,1,4,69290,151.3,E44,S
2648,0,3,Name_2648,female,23.6,5,0,14135,176.42,B57,S
2649,0,1,Name_2649,female,53.3,3,1,93321,32.58,C123,Q
2650,1,2,Name_2650,male,23.3,0,1,59354,154.48,E44,S
2651,1,2,Name_2651,male,23.1,5,1,18069,134.47,E44,Q
2652,0,3,Name_2652,male,26.0,2,2,12579,54.14,C123,C
2653,1,1,Name_2653,female,14.3,0,4,16982,195.04,E44,S
2654,0,1,Name_2654,female,6.1,2,1,84049,118.37,E44,Q
2655,0,1,Name_2655,female,44.7,4,2,13658,182.31,,Q
2656,0,2,Name_2656,female,4.2,2,0,83605,173.23,D33,C
2657,0,1,Name_2657,male,33.5,0,0,61580,73.29,E44,Q
2658,1,3,Name_2658,male,42.4,3,5,16499,111.83,,S
2659,0,2,Name_2659,male,9.7,0,5,49800,91.96,,C
2660,1,2,Name_2660,female,17.1,0,5,96969,144.72,E44,Q
2661,1,1,Name_2661,female,47.0,4,2,19007,121.73,B57,C
2662,1,3,Name_2662,male,37.5,1,0,31596,159.12,C123,Q
2663,1,2,Name_2663,male,21.4,0,5,80876,12.23,,S
2664,0,2,Name_2664,female,46.8,4,3,50737,140.68,,S
2665,1,1,Name_2665,male,46.9,3,5,81084,70.62,B57,C
2666,0,1,Name_2666,male,33.8,4,0,50250,52.6,G6,Q
2667,1,3,Name_2667,female,17.4,4,3,79214,162.24,B57,C
2668,1,1,Name_2668,female,24.2,2,2,14605,26.95,G6,C
2669,0,3,Name_2669,female,34.0,1,3,77664,53.41,G6,S
2670,0,2,Name_2670,male,27.4,1,0,76642,48.71,B57,C
2671,0,3,Name_2671,female,43.1,5,1,61415,89.77,D33,Q
2672,1,3,Name_2672,male,8.6,3,3,91088,71.24,B57,S
2673,1,3,Name_2673,male,9.1,5,0,78096,146.89,,Q
2674,0,2,Name_2674,female,32.5,4,5,38284,142.88,C123,C
2675,0,1,Name_2675,male,23.1,3,1,83113,71.84,B57,S
2676,0,2,Name_2676,female,21.2,3,2,17597,93.03,D33,Q
2677,0,1,Name_2677,female,5.2,1,2,15606,49.5,B57,Q
2678,1,3,Name_2678,male,30.3,1,4,11287,137.46,D33,C
2679,0,3,Name_2679,male,29.3,1,2,59441,85.28,C123,Q
2680,0,3,Name_2680,female,39.1,0,4,65905,35.24,E44,C
2681,0,3,Name_2681,female,31.0,4,2,52589,34.18,D33,C
2682,0,3,Name_2682,female,28.1,3,2,29556,71.24,D33,C
2683,1,1,Name_2683,female,46.5,4,2,29447,151.99,,C
2684,0,1,Name_2684,female,11.6,3,4,93046,14.85,D33,S
2685,1,3,Name_2685,female,37.5,3,5,57284,58.98,C123,Q
2686,0,2,Name_2686,male,6.6,5,4,94423,40.87,G6,Q
2687,0,2,Name_2687,male,18.3,3,3,37447,191.73,D33,S
2688,1,3,Name_2688,male,,3,0,85569,144.0,C123,C
2689,0,1,Name_2689,male,40.9,2,0,47189,54.31,,C
2690,1,2,Name_2690,female,29.1,2,5,96578,49.42,,C
2691,1,2,Name_2691,male,29.8,5,0,90070,173.03,E44,C
2692,0,2,Name_2692,male,14.5,0,2,15359,46.14,D33,S
2693,1,3,Name_2693,female,25.8,1,5,74522,199.44,G6,Q
2694,1,2,Name_2694,male,19.3,3,0,80683,63.64,C123,C
2695,1,2,Name_2695,female,,4,4,41354,26.02,E44,C
2696,1,2,Name_2696,female,16.1,2,3,37698,141.28,G6,C
2697,1,2,Name_2697,female,48.6,1,1,32413,125.83,E44,Q
2698,1,1,Name_2698,female,6.5,0,3,28680,199.97,G6,Q
2699,1,3,Name_2699,female,18.7,1,0,72189,162.4,B57,S
2700,1,3,Name_2700,male,53.5,3,5,27162,91.48,B57,Q
2701,0,1,Name_2701,male,23.9,1,0,19975,138.56,B57,Q
2702,0,1,Name_2702,male,11.6,3,4,23585,165.39,E44,C
2703,1,3,Name_2703,female,33.1,5,3,19154,107.61,B57,Q
2704,0,2,Name_2704,male,23.3,2,4,36197,61.85,C123,C
2705,1,2,Name_2705,male,18.3,2,4,32767,49.92,C123,S
2706,1,3,Name_2706,male,14.7,3,1,53235,66.1,B57,C
2707,0,2,Name_2707,male,68.8,4,4,97608,171.13,G6,S
2708,1,1,Name_2708,female,26.5,2,4,35158,82.28,G6,Q
2709,1,2,Name_2709,male,3.0,4,1,43313,64.47,E44,S
2710,1,2,Name_2710,female,50.9,3,2,16501,163.12,G6,C
2711,1,2,Name_2711,female,38.6,5,2,87262,16.06,D33,Q
2712,0,3,Name_2712,male,19.3,3,5,73736,122.85,G6,Q
2713,1,1,Name_2713,female,16.9,5,1,37772,175.99,C123,C
2714,1,2,Name_2714,female,39.4,2,5,42916,87.92,,Q
2715,1,3,Name_2715,female,26.5,4,5,12340,61.17,G6,C
2716,0,2,Name_2716,female,3.0,3,4,42283,103.42,E44,S
2717,1,1,Name_2717,female,55.0,2,5,55740,146.32,G6,S
2718,0,2,Name_2718,female,23.9,5,0,28675,108.16,E44,Q
2719,0,1,Name_2719,female,50.9,3,3,92679,11.45,D33,C
2720,1,2,Name_2720,male,47.9,5,0,13415,24.88,B57,C
2721,1,1,Name_2721,male,16.0,1,0,85113,147.05,D33,S
2722,0,2,Name_2722,female,44.5,5,4,48833,85.99,C123,C
2723,1,1,Name_2723,female,20.9,1,3,12552,159.11,,Q
2724,0,2,Name_2724,male,,2,5,81545,133.4,D33,Q
2725,0,2,Name_2725,male,24.1,3,3,53512,120.49,D33,S
2726,1,3,Name_2726,male,35.6,2,5,92960,181.26,C123,C
2727,1,3,Name_2727,male,,0,2,51648,14.05,C123,Q
2728,0,1,Name_2728,female,25.7,5,1,74574,39.46,B57,Q
2729,0,2,Name_2729,female,46.0,2,4,10713,128.63,B57,Q
2730,0,1,Name_2730,male,31.5,2,5,81566,22.51,G6,C
2731,0,3,Name_2731,male,18.2,1,5,44039,132.54,E44,S
2732,1,1,Name_2732,male,39.8,5,3,21114,196.98,C123,S
2733,1,1,Name_2733,male,32.8,1,4,31663,176.97,D33,Q
2734,1,3,Name_2734,female,-5.3,3,5,95072,122.27,D33,S
2735,1,2,Name_2735,male,36.0,2,2,59183,179.86,B57,Q
2736,1,1,Name_2736,male,35.5,5,0,46524,32.09,E44,Q
2737,0,3,Name_2737,male,30.3,2,5,29327,96.39,C123,C
2738,1,2,Name_2738,female,42.5,3,3,55498,91.45,B57,Q
2739,1,3,Name_2739,female,20.6,4,2,97887,73.93,E44,Q
2740,1,1,Name_2740,female,,3,4,21666,10.04,C123,C
2741,1,2,Name_2741,male,8.1,1,5,33569,179.3,D33,C
2742,1,2,Name_2742,male,35.7,1,2,79866,157.76,D33,S
2743,0,3,Name_2743,male,57.3,2,2,12826,134.04,B57,C
2744,0,3,Name_2744,female,16.1,1,2,63289,34.5,E44,Q
2745,0,3,Name_2745,female,19.4,5,2,76684,81.86,D33,C
2746,1,2,Name_2746,male,20.1,3,2,29318,185.62,E44,C
2747,0,2,Name_2747,male,31.8,2,2,71216,127.22,B57,S
2748,0,1,Name_2748,female,15.1,3,1,65628,124.65,G6,C
2749,1,2,Name_2749,male,35.9,3,4,85890,183.49,E44,Q
2750,1,1,Name_2750,male,41.9,2,0,27353,116.37,,Q
2751,1,3,Name_2751,male,37.5,4,4,28143,123.55,E44,Q
2752,0,3,Name_2752,female,5.2,1,3,73719,75.69,B57,C
2753,0,2,Name_2753,male,43.9,0,3,49443,80.57,,C
2754,1,3,Name_2754,male,43.1,0,4,93687,140.27,G6,Q
2755,1,3,Name_2755,male,41.6,0,2,24443,70.88,D33,C
2756,0,2,Name_2756,male,35.2,1,1,36231,116.23,C123,S
2757,0,1,Name_2757,female,33.1,4,0,16143,63.05,B57,S
2758,1,2,Name_2758,female,44.5,3,5,15066,41.56,C123,S
2759,1,1,Name_2759,female,56.9,2,5,79812,96.34,G6,S
2760,0,2,Name_2760,male,16.7,4,2,41629,51.31,,Q
2761,1,2,Name_2761,female,45.1,0,4,27989,180.71,G6,C
2762,0,3,Name_2762,male,,5,5,31148,67.69,E44,S
2763,0,2,Name_2763,female,28.2,1,4,81975,123.51,C123,Q
2764,0,2,Name_2764,male,8.5,1,1,53678,60.05,C123,S
2765,0,1,Name_2765,female,26.0,2,1,16637,59.02,G6,C
2766,1,3,Name_2766,female,16.0,5,4,91698,76.62,,S
2767,1,1,Name_2767,female,23.5,3,2,34607,184.02,C123,S
2768,0,1,Name_2768,male,14.6,4,2,53524,84.38,D33,S
2769,0,3,Name_2769,male,23.7,5,2,71864,166.04,G6,S
2770,0,3,Name_2770,male,24.3,4,5,96613,47.49,E44,C
2771,0,3,Name_2771,female,31.4,4,0,78060,19.15,E44,Q
2772,0,2,Name_2772,male,7.4,3,0,92923,158.52,E44,S
2773,1,3,Name_2773,male,9.8,3,2,85435,112.96,C123,Q
2774,1,3,Name_2774,male,35.1,3,4,13296,105.71,G6,C
2775,1,3,Name_2775,male,18.8,2,1,73857,61.72,E44,C
2776,1,1,Name_2776,male,45.0,1,3,83001,23.74,G6,S
2777,0,1,Name_2777,male,33.2,0,1,97005,101.74,C123,Q
2778,0,2,Name_2778,female,38.5,3,1,34476,174.77,D33,S
2779,0,1,Name_2779,female,49.7,1,3,30050,32.8,D33,C
2780,0,2,Name_2780,male,25.7,3,2,17629,186.54,D33,S
2781,0,1,Name_2781,female,22.0,0,1,32071,62.2,C123,S
2782,1,3,Name_2782,female,42.2,5,3,60042,111.12,E44,Q
2783,0,1,Name_2783,male,37.1,3,5,12443,22.64,C123,C
2784,1,2,Name_2784,male,27.4,1,4,80943,90.76,G6,S
2785,1,1,Name_2785,female,49.5,2,4,37862,33.92,D33,S
2786,1,3,Name_2786,male,27.0,5,4,85575,19.12,G6,S
2787,1,2,Name_2787,female,30.5,5,2,71593,193.65,C123,Q
2788,0,3,Name_2788,female,30.3,5,1,57317,148.72,B57,C
2789,1,3,Name_2789,female,,0,1,51954,146.62,B57,S
2790,1,2,Name_2790,male,31.1,1,0,44526,27.2,C123,S
2791,1,3,Name_2791,female,49.6,4,4,35317,186.58,E44,S
2792,0,3,Name_2792,male,,4,2,49863,99.2,,C
2793,0,1,Name_2793,male,30.4,4,3,70452,171.93,G6,Q
2794,0,3,Name_2794,male,27.7,2,2,57028,12.39,C123,Q
2795,1,3,Name_2795,male,34.6,3,1,72192,66.66,C123,S
2796,1,3,Name_2796,male,40.5,3,4,62274,199.25,B57,S
2797,0,3,Name_2797,female,38.5,3,0,25786,91.29,D33,Q
2798,1,2,Name_2798,male,25.4,2,5,50884,178.81,D33,Q
2799,0,1,Name_2799,male,34.5,4,2,10869,72.32,,Q
2800,0,3,Name_2800,male,,5,0,64772,109.81,E44,S
2801,1,3,Name_2801,male,15.9,3,1,23811,172.3,E44,S
2802,1,2,Name_2802,male,32.4,5,3,77183,125.11,,Q
2803,1,3,Name_2803,female,-0.3,5,2,91865,147.79,E44,Q
2804,1,2,Name_2804,male,36.8,2,5,33526,53.48,B57,C
2805,0,1,Name_2805,male,39.2,2,1,12539,39.62,C123,S
2806,0,1,Name_2806,female,40.5,1,4,48258,53.76,E44,C
2807,0,3,Name_2807,male,24.5,3,2,28445,103.68,B57,Q
2808,0,3,Name_2808,female,34.3,4,0,18015,162.18,G6,S
2809,0,3,Name_2809,female,49.9,0,2,47489,77.26,C123,S
2810,1,2,Name_2810,female,49.8,2,1,98371,117.31,,C
2811,0,3,Name_2811,female,29.6,5,1,97293,162.91,G6,C
2812,0,3,Name_2812,male,32.0,1,0,12641,55.37,D33,C
2813,0,1,Name_2813,male,45.6,0,5,71244,177.77,D33,C
2814,1,3,Name_2814,female,9.0,2,1,94794,191.09,C123,S
2815,1,1,Name_2815,female,25.5,1,2,78137,17.4,E44,Q
2816,1,3,Name_2816,male,48.7,5,5,78625,21.23,C123,Q
2817,1,1,Name_2817,female,43.7,3,0,56718,27.28,E44,Q
2818,0,3,Name_2818,female,35.2,1,1,87127,157.59,,C
2819,0,1,Name_2819,female,8.9,2,1,87466,45.97,D33,Q
2820,1,2,Name_2820,male,29.3,3,2,51028,147.88,C123,C
2821,1,1,Name_2821,female,21.7,5,1,92091,93.84,C123,C
2822,0,1,Name_2822,male,34.6,4,2,12540,168.89,,Q
2823,0,1,Name_2823,male,18.7,1,4,99896,163.63,E44,Q
2824,1,3,Name_2824,male,15.6,0,5,19220,192.34,D33,Q
2825,1,3,Name_2825,female,1.1,5,2,38288,57.7,D33,S
2826,1,3,Name_2826,female,47.1,3,3,42276,53.56,E44,C
2827,1,2,Name_2827,male,24.4,5,1,80597,15.99,,S
2828,0,2,Name_2828,male,32.2,3,4,28895,87.98,E44,Q
2829,0,1,Name_2829,male,30.0,5,5,83172,97.22,,S
2830,0,2,Name_2830,female,15.1,4,0,52305,193.26,E44,S
2831,1,1,Name_2831,female,12.4,1,3,60285,167.85,D33,Q
2832,1,1,Name_2832,male,15.9,0,0,41057,41.69,D33,Q
2833,0,1,Name_2833,male,19.9,4,3,82130,161.71,C123,C
2834,0,2,Name_2834,female,35.1,1,4,44812,43.88,,C
2835,0,3,Name_2835,male,18.9,0,5,66353,24.78,D33,S
2836,0,2,Name_2836,female,54.5,5,4,75241,169.05,,Q
2837,1,1,Name_2837,female,44.4,0,4,68612,195.43,,C
2838,0,1,Name_2838,male,41.3,2,3,22314,26.74,G6,C
2839,0,2,Name_2839,male,28.3,0,2,29179,164.65,G6,S
2840,0,1,Name_2840,female,51.2,1,5,18285,173.25,E44,S
2841,0,1,Name_2841,female,26.9,4,0,35252,32.56,,S
